Title,Video ID,Published At,Keyword,Likes,Comments,Views
How To Work For MrBeast,ieKAhG_gdCw,18/08/2022,how-to,421608,17009,5992730
HOW TO GET THE &quot;DECIMATOR SHIELD&quot; in &quot;The Archon&quot; - Vanguard Zombies,fJ4fvTcG43A,24/08/2022,how-to,63,20,3311
How to Solve a Rubik&#39;s Cube | WIRED,R-R0KrXvWbc,05/09/2019,how-to,339758,32718,29905105
[UPDATE] How to get ALL 5 NEW BACKROOMS MORPHS in Backrooms Morphs | Roblox,Y6rZWiS1Itc,24/08/2022,how-to,866,48,42948
Tiësto - The Business (Official Music Video),nCg3ufihKyU,25/09/2020,business,1706185,25334,208293677
Tiesto - The Business (Official Lyric Video),PO_d169ibZ8,25/09/2020,business,385847,4381,54244089
Tiësto - The Business (Lyrics),2AMjrc7cpHY,25/09/2020,business,79281,1683,9090985
Tiësto - The Business (Official Audio),wJS9eb6_o00,04/11/2020,business,24029,422,1820413
Tiësto - The Business (Lyrics),4x2S3LhbM0k,20/12/2020,business,9178,111,933111
Tiësto - The Business (Lyrics),fhTUAlOSRi0,09/12/2020,business,21367,467,2822656
Tiesto - The Business (1 Hour Super Unstoppable Extended Version),NL7X0u8et6Q,02/11/2020,business,43643,1336,5750667
Why Royal Quinoa is So Expensive | So Expensive Food | Business Insider,hkKGjXNQb4I,23/08/2022,business,6028,697,533712
Yung Berg - The Business ft. Casha,LFtGY8pWIC0,25/10/2009,business,229141,7461,28325416
How to Create Weekly Planner For Business - Canva For Beginners,rlV10AFUES0,11/07/2022,business,253,2,6389
business 101 everything you need to know about business and startup basics,RFDaxPoGA6U,14/09/2018,business,25934,424,1102647
DON&#39;T USE DOMAIN.COM Before Watch THIS VIDEO! Best Domain Registrar  for Business,#NAME?,01/08/2022,business,114,2,2270
9 Business Ideas that Will Be BIG in 2022,6bzTrChjEdc,15/02/2022,business,13038,470,368017
19 Year-Old Starts a Trucking Business,-8TnsjDRXUE,22/08/2022,business,3232,580,188875
Mark Cuban - The #1 Reason Why Most People Fail In Business,jffyqZRIcHc,16/10/2019,business,46519,1064,2228510
Twitter whistleblower slams company&#39;s alleged security problems,eywOfvsiKHM,23/08/2022,business,1483,122,45872
How To Build A Business That Works | Brian Tracy #GENIUS,MN7yfV4UuCI,09/02/2021,business,-1,1144,676300
Businesses that Never Fail? 7 Businesses with Amazingly Low Failure Rates [Backed by Data],oSQkwtUBwx0,13/02/2022,business,27189,622,1273223
6 Businesses That Will Never Go Out of Market,cIMM4TJMDRI,16/05/2022,business,14477,1661,580096
Best Online Business To Start As A BEGINNER (2022),gNRGkMeITVU,08/02/2022,business,57308,2303,859569
Andrew Tate Announces New &quot;Business&quot; After Ban,kQFebypq4Qc,24/08/2022,business,441,496,26499
Why the Metaverse Is Fashion&#39;s Next Goldmine | The Business of Fashion Show,UBZ6Bd0LDjs,12/11/2021,business,17327,965,561921
"6 Hilarious Business Ideas That Could Make You $1,000,000 in 2022 (#351)",7YJ1SMw4mJs,23/08/2022,business,489,240,14263
Ep : 25 | Worlds Biggest Edtech Channel | Khan Sir | Bada Bharat | Dr Vivek Bindra,J9lj3xdQoAk,24/08/2022,business,216891,11046,2018720
7 Profitable Business Ideas for 2022,0Q7HCaKq-j4,15/03/2021,business,29443,1408,1218268
"Tiësto &amp; Ty Dolla $ign - The Business, Pt. II (Official Lyric Video)",fVuw7VCefME,21/01/2021,business,65748,1269,5351715
भविष्य में यही 10 बिजनेस चलेगा🚀 10 Best future Business ideas 2022 💥 top 10 business ideas in Future,B6QrWQQtIKg,24/08/2022,business,295,9,15582
How to Start a Business from NOTHING,awnn-bqV_Tw,25/08/2021,business,36376,1876,875957
How To Run A Profitable Business &amp; Make Money,aNu000cQZmU,11/12/2019,business,52363,2102,984168
Elon Musk on Millennials and How To Start A Business,ARoGZIN5oC4,15/12/2018,business,49949,5045,2464907
"Behzad Leito &amp; Sijal Ft Sepehr Khalse, Saman Wilson, Sohrab MJ, &amp; Alireza JJ) - &quot;Business&quot; AUDIO",BUrVitrNDHY,12/01/2022,business,5015,1830,520371
Charlie Sykes: GOP Candidates Transform Politics Into An ‘Unserious Business’,hDALW72sC_U,23/08/2022,business,1090,485,45006
"How He Started a Coffee Business (With $1,800)",HPq05GXUgL8,09/05/2022,business,13852,516,776034
gagnez 200.000 Fcfa par jour avec ce business en afrique,55_aBSEGNC0,24/08/2022,business,134,16,2786
44 Businesses You Can Start During The 2022 Recession,_XzohkDRIg4,14/07/2022,business,22569,859,384275
Paul Pelosi DUI dashcam footage released,XYD0MXvfoCI,24/08/2022,business,2063,662,37352
"20 हजार रोज कमाकर देगी ये मशीन 🔥| New Business Ideas 2022 | Small Business Ideas, New Business Ideas",XnJ9KckzQEU,24/08/2022,business,539,23,23819
How Covid Is Transforming the $380 Billion Luxury Fashion Industry | The Business of Fashion Show,SoNu7gNl1I4,01/10/2021,business,32152,393,589907
Why Copper River King Salmon Is So Expensive | So Expensive Food | Business Insider,loQWJaa1_hM,26/07/2022,business,13126,600,746236
ตลาดถุงมือยางทรุด! ฉุดราคาร่วงลงทุนหด | BUSINESS WATCH | 23-08-65,cG37cEi1nPc,23/08/2022,business,-1,13,12332
Liger Day 1 Advance Booking &amp; Pre Release Business | Vijay Deverakonda,N9uyC-V2-uY,24/08/2022,business,2667,303,42274
"helping a homeless woman, starting an online business as a 17 year old (coaching livestream)",fABhkvOSllI,24/08/2022,business,5006,157,82844
How Liquidating Unwanted Goods Became A $644 Billion Business,ddbb2nPwC-c,19/02/2022,business,19993,1870,1851336
Racist AI Rapper Gets Bounced From The Music Business,jXkKghLs2O8,24/08/2022,business,667,305,11649
Lakeyah Ft. Latto - Mind Yo Business (Official Video),4hCogXAzONk,03/06/2022,business,146358,3790,7989628
"I Quit My $21K Day Job To Start My Own Business - Now It Brings In Over $500,000",odN3ON4ZVOE,20/07/2022,business,3440,769,108903
Tshepiso Ramotsehoa | Life Story | Business Coaching | Government |  Education | Youth | Women,On1iHuNBoMA,24/08/2022,business,187,29,4073
Small Business | TikTok Compilation,nXOroUomnjA,24/03/2021,business,22861,977,1437698
How To Use Canva For BEGINNERS! [FULL Canva Tutorial 2021],un50Bs4BvZ8,07/01/2021,tutorial,25630,1741,1435374
FULL FACE OF FLAWLESS In-Depth Makeup Tutorial | NikkieTutorials,dhLCzSwUTvc,29/06/2019,tutorial,158935,8326,6100867
Microsoft Excel Tutorial for Beginners - Full Course,Vl0H-qTclOg,28/10/2020,tutorial,74485,1569,4435209
APIs for Beginners - How to use an API (Full Course / Tutorial),GZvSYJDk-us,17/12/2019,tutorial,80368,2008,3368446
MySQL Tutorial for Beginners [Full Course],7S_tz1z_5bA,20/03/2019,tutorial,170234,7686,7367727
‘Clean Girl’ Makeup Tutorial &amp; Hydrated Skincare Routine,JPUbSvsxjsY,20/06/2022,tutorial,30518,486,879609
Figma UI Design Tutorial: Get Started in Just 24 Minutes! (2022),FTFaQWZBqQ8,08/12/2020,tutorial,45040,1451,1632584
"HOW TO: EASY EVERYDAY FALL MAKEUP TUTORIAL! - Tips, Tricks &amp; Techniques for Beginners!",QWMg1TWGaLA,22/08/2022,tutorial,1341,72,19323
Worlds Cleanest Fade - Haircut Tutorial,3SdJygwlfWU,20/05/2022,tutorial,5180,129,190491
Java Tutorial for Beginners,eIrMbAQSU34,15/07/2019,tutorial,195700,7321,7569833
Kubernetes Tutorial for Beginners [FULL COURSE in 4 Hours],X48VuDVv0do,06/11/2020,tutorial,73498,3270,4984442
C++ Tutorial for Beginners - Full Course,vLnPwxZdW4Y,24/08/2018,tutorial,235659,11732,9769103
you need to learn SQL RIGHT NOW!! (SQL Tutorial for Beginners),xiUTqnI6xk8,17/08/2022,tutorial,10669,1149,223700
How to Design a Tutorial,45csSEotJY8,05/07/2022,tutorial,8433,882,151493
Lightroom Tutorial BASICS | Photo Editing Masterclass,5x3Hy7zie94,18/10/2020,tutorial,63857,1655,1564431
Python Tutorial - Python Full Course for Beginners,_uQrJ0TkZlc,18/02/2019,tutorial,838345,50531,28574258
Learn Python - Full Course for Beginners [Tutorial],rfscVS0vtbw,11/07/2018,tutorial,880208,42227,35771194
Gordon Ramsay&#39;s perfect burger tutorial | GMA,iM_KMYulI_s,24/05/2017,tutorial,981522,122371,68512549
HTML Tutorial for Beginners: HTML Crash Course,qz0aGYrrlhU,11/01/2021,tutorial,114246,3748,4416622
EXTRA GLAM Makeup Tutorial,nf8ySuesAPg,06/08/2020,tutorial,143191,3883,7549484
Reacting to people following my wolf cut tutorial,3yYU1BOrSo8,30/01/2022,tutorial,216934,4192,5656681
179 Minecraft Build Hacks!,sNRcVXkZjWM,03/07/2022,tutorial,205557,4239,7783157
Gordon Ramsay&#39;s Top Basic Cooking Skills | Ultimate Cookery Course FULL EPISODE,FTociictyyE,07/11/2019,tutorial,132845,3878,7975584
31 Tricks to Become a Minecraft Building Pro,bJQV9JHiMho,12/08/2022,tutorial,74900,1841,1454316
30 Easy DIY Projects For Beginners That Increase Your Home Value,2G5f_LpdLh0,01/06/2018,tutorial,76010,788,7906241
Clean Girl On The Go Makeup Tutorial | Christen Dominique,NlAxapKT0x8,04/02/2022,tutorial,18780,514,679453
How to play &#39;Interstellar&#39; 🎹✨ (Cornfield Chase) Complete Piano Tutorial,nfFQm82IqUc,05/08/2022,tutorial,4315,203,83902
Tutorials That Went Wrong - Part 2,Ayhct2DylC4,06/07/2022,tutorial,23977,1964,925547
TypeScript Tutorial for Beginners [2022],d56mG7DezGs,23/05/2022,tutorial,4985,576,191830
Facing My Worst Fears... Makeup Challenge! | NikkieTutorials,Qb_u2M9Wrsk,23/05/2022,tutorial,44083,3332,870453
Lisa Rinna’s Guide to Ageless Skin and Her Signature Plush Lips | Beauty Secrets | Vogue,mpS6UNfnajw,19/11/2020,tutorial,63543,2634,1642556
Sony a7R III Training Tutorial,ExqpymyUFt4,01/02/2018,tutorial,12050,697,793228
Drawing faces tutorial,oQm8Df4UYNw,05/03/2021,tutorial,101457,955,1684678
How to Get Waves (5 Step Tutorial) | GQ,WJD8P9Fi1yc,20/08/2021,tutorial,18184,601,622551
Tutorial -  Friday Night Funkin&#39; OST,V-7nSV5M3Bk,01/12/2020,tutorial,47823,2897,3335591
"FANTASTIC BEAUTY TUTORIAL | Amazing Hair Dyeing Techniques, Nail Art Ideas And Makeup Trends",h3Xpc1KoCbM,09/01/2022,tutorial,93094,1136,26355125
EVERYDAY SUMMER MAKEUP TUTORIAL ...,GMsrRe_4akE,28/07/2022,tutorial,12502,1115,203851
Hailey Bieber&#39;s Date Night Skin Care &amp; Makeup Routine | Beauty Secrets | Vogue,O_qgaOUR3Fo,15/06/2022,tutorial,121477,2653,3218250
How to Get Sturdy in 2022 | Dance Tutorial,bRE4ehYNvIY,03/01/2022,tutorial,41409,1025,1253037
Learn to JUGGLE 3 BALLS - Beginner Tutorial,dCYDZDlcO6g,17/09/2019,tutorial,29065,2375,1592794
25 Features Mojang Keeps a Secret,o9gQBGk1XaE,14/08/2022,tutorial,97091,2989,2417577
Euphoria’s Alexa Demie Shares Her ’90s Glam Tutorial | Beauty Secrets | Vogue,UxQg3_Cmwhw,30/07/2019,tutorial,869059,12196,21485819
"BACK TO SCHOOL HAIR TUTORIAL! | Elementary, Middle, and High School!",ZIJpiMXOaUg,23/08/2022,tutorial,10595,826,345071
How to Moonwalk (Dance Moves Tutorial) | Mihran Kirakosian,QGm6v9-1ZBU,01/02/2017,tutorial,190593,5568,11034311
20 Minecraft Block Facts You Maybe Didn&#39;t Know,LeC5yJq4tsI,21/08/2022,tutorial,57526,1115,1204024
SPEAKING DUTCH ONLY Makeup Tutorial! | NikkieTutorials,jL0qadiKDlQ,18/07/2019,tutorial,407460,40969,11745320
Tutorials That Went WRONG,cHU8kPS9vEY,08/09/2021,tutorial,186142,5329,5646817
Tutorial 😍 do u want to see the result? XO TEAM TIKTOK Elsarca #xoteam #elsarca #tiktok,ud9TRfHA1EM,25/07/2022,tutorial,375997,2031,7009241
the minecraft tutorial world had a secret...,lMmqdJG1i94,29/03/2022,tutorial,702681,15608,7892369
Musica Tutorial completa FNF  (Friday Night Funkin&#39;),YddlgO8ZN00,22/01/2021,tutorial,8851,287,525488
The best and worst retail trading platforms: Finance professor,54CXEWwy5U4,23/08/2022,finance,113,32,5110
Bajaj Finance Decade&#39;s Top Wealth Creator | Wonderful Wednesday | Parimal Ade &amp; Aastha Khurana,ZtiuDBnbYmk,24/08/2022,finance,954,81,13991
"Tech firms can&#39;t hide behind advertising rules with financial products, says CFPB chief",0vEdNPoeemQ,22/08/2022,finance,40,14,2783
"Housing: ‘This might be almost the worst time you could buy,’ Columbia Business School Professor C",gwCWtTzf4Ss,22/08/2022,finance,765,319,100366
"Intel, Brookfield ink $30 billion financing deal for chip factory expansion",gNC_d2G_Eyo,23/08/2022,finance,59,23,7093
Student loan forgiveness a &#39;lose-lose&#39; for Biden: Yahoo Finance’s Rick Newman,TnOvQ7Tae8I,24/08/2022,finance,13,21,1485
Where the ultra-wealthy are allocating their assets: Survey,RqziFH-RdJI,20/08/2022,finance,346,65,29751
Friday Finance | Season 03 | Trailer | Web Series | Hindustan Times,V6hofBnlJLY,18/08/2022,finance,16,3,83121
The European Energy CRISIS (Winter Is Coming),5_NdbRUNjoY,22/08/2022,finance,1834,500,39296
White House Press Briefing,KoAXaMX_Bq8,24/08/2022,finance,44,6,2597
"Food prices, gas and housing: Financial content creator weighs in",REEBfd1EbhI,21/08/2022,finance,66,13,3882
"Recession fears? Canadians cutting spending, worried about debt levels | Financial planner reacts",JpleDvbCvbE,22/08/2022,finance,36,40,6709
"Ethereum merge: ‘This is a huge milestone for the industry,’ Framework Ventures co-founder says",fkzjkU2Pemk,21/08/2022,finance,124,72,7816
"1. Introduction, Financial Terms and Concepts",wvXDB9dMdEo,06/01/2015,finance,53635,1650,6224649
"Stocks moving in after hours: Nordstrom, Urban Outfitters, Intuit, Toll Brothers, AMC and APE",7RvBj9r5Dhg,23/08/2022,finance,29,2,2285
William Ackman: Everything You Need to Know About Finance and Investing in Under an Hour | Big Think,WEDIj9JBTC8,27/11/2012,finance,213398,13619,9450554
Money and Finance: Crash Course Economics #11,Dugn51K_6WA,14/10/2015,finance,17269,903,1366364
"Stocks moving in after hours: Bed Bath &amp; Beyond, Apple, Tesla, Walmart, Target",dCfCJ1kAPeQ,19/08/2022,finance,68,40,7325
Is the real estate market sliding into a &#39;house recession&#39;?,eQeoqm8q1m8,18/08/2022,finance,96,45,12456
U.S. Defense briefing on aid to Ukraine at 2:30PM EST,wjhbTqGt5tc,24/08/2022,finance,14,3,1195
"Mohamed El-Erian predicts Fed moves and the housing market: August 21, 2013",12VhIiNsmoQ,21/08/2022,finance,490,185,32926
&#39;One Man&#39;s Freebie Is Another Man&#39;s Social Spending&#39;: Tamil Nadu Finance Minister | No Spin,Z1zGF078tWw,17/08/2022,finance,4590,1035,255706
Seven Steps to Financial Wellness | Arpit Arora | TEDxChowringhee,FoLhnfKA-B4,19/08/2022,finance,69,2,3534
Chappelle&#39;s Show - Wu-Tang Financial (ft. RZA and GZA) - Uncensored,zhUnEg0he4A,31/12/2017,finance,39868,1068,2797148
"Fed: &#39;Things break&#39; when you start quantitative tightening, strategist says",C0YBeTs3Sr0,19/08/2022,finance,83,32,8862
"Why eggs are becoming more expensive, according to Vital Farms CEO",PMbu27Yjs40,20/08/2022,finance,51,36,4384
Tamil Nadu Finance Min Palanivel Thiagarajan&#39;s Viral &amp; Fiery Retort To Modi Govt On Freebies,DUi-noArzW8,17/08/2022,finance,19621,7087,890196
Gravitas Plus | Financial Literacy: The need of the hour,7oj6gpAbYgw,11/07/2021,finance,37925,3545,1213867
India Today is a Miracle…But That Miracle is Under Threat—Tamil Nadu Finance Minister P Thiaga Rajan,ZMsam_0CObA,20/08/2022,finance,24181,4776,608005
10 personal finance lessons that changed my life,bMXTGGxrQ3A,03/11/2021,finance,29610,1473,637152
Finance experts on the prospect of Sir Jim Ratcliffe buying a stake in Manchester United,_kGzxVf02M0,18/08/2022,finance,1692,268,93564
&#39;A Storm Is Brewing: Steve Forbes Warns That A &#39;Big Financial Crisis&#39; Is Coming | What&#39;s Ahead,mAukJsMg_xI,14/07/2022,finance,2236,595,118523
Become a Master of Finance with Harvard Professor Mihir Desai (with Lewis Howes),oSGld-eY7BM,02/08/2017,finance,4894,201,196484
"Finance influencer talks social media, retail hacks, and what to know when you travel",jNA6j8rsa3s,20/08/2022,finance,57,13,2548
Ed Hyman: The Economy is Doing OK,vkBWC70edhw,19/08/2022,finance,319,180,29180
Introduction to Corporate Finance - FREE Course,5eGRi66iUfU,19/11/2016,finance,19352,597,1344472
No Consideration of Charges for UPI Services | Cleared Finance Ministrer Nirmala |,RbT6GksZOmk,22/08/2022,finance,404,30,22593
"Personal finance: How to save, spend, and think rationally about money | Big Think",0uYnj1i1EQw,23/09/2020,finance,40534,1851,1257676
BJP Slams Tamil Nadu Finance Minister Palanivel Thiagarajan For Questioning Centre On Freebies,KuttwkM3LEc,17/08/2022,finance,1289,1852,189066
bitcoin holders...what are these guys up to?,Rhbmn9elNcc,24/08/2022,crypto,2713,115,46082
I got sued,B95xYAfRCtY,23/08/2022,crypto,34468,4428,390348
"The REAL REASON Bitcoin Will Hit $500,000 Per Coin By 2030 (NOT CLICKBAIT)",M5Ul0c_Wd-Q,24/08/2022,crypto,5595,641,77109
Attention: Bitcoin is About to Destroy New Crypto Investors (Wyckoff Analysis),U-WawEOgGLA,23/08/2022,crypto,1720,272,20600
ATOM COSMOS PREND SON ENVOL 🔥 DOSSIER MAJEUR DES BLOCKCHAINS 💎 #atom #cosmos #crypto #ethereum,TbAo2-I_UcU,24/08/2022,crypto,230,95,2201
Youtuber Gets Sued By Crypto Millionaire,uPZOzWFr5KU,24/08/2022,crypto,27738,2355,474368
China&#39;s Economic CRASH: Why It&#39;s Coming &amp; What It Means,JJeWBxhXWGM,23/08/2022,crypto,12829,802,192740
woah...pay attention to bitcoin and these crypto,fhfcEigOfqA,24/08/2022,crypto,3405,171,57692
ALERT!!!!!!!! BITCOIN BREAKOUT NOW!!!!!?!! BUT… THIS IS VERY SCARY!!!! [watch fast]🚨,wX4_IbxeDpU,24/08/2022,crypto,1908,199,23786
Top Crypto Experts On Ethereum Merge! (DXY vs Bitcoin),M9ASq40D1P8,23/08/2022,crypto,3400,170,45779
"Rep. Boebert skips crypto reporting cutoff, and cutting emissions with blockchain: CNBC Crypto World",E3R0mnnMP0k,24/08/2022,crypto,212,429,6443
The Next 72 Hours Could Make Or Break You! (Bitcoin &amp; Crypto Analysis),fatt4mTXxeI,24/08/2022,crypto,1700,60,21012
Coinbase CEO Brian Armstrong on managing the crypto winter,GAUDp-iw6z0,23/08/2022,crypto,90,138,7050
BITCOIN BREAKOUT IN 48 HOURS!!!!! I&#39;M SHAKING!!!!!,9Nv6cfEbWjs,23/08/2022,crypto,765,463,9585
MAJOR Indicator Flashes | But What Does It Mean For Bitcoin?,fABgTl593C4,23/08/2022,crypto,2645,102,35571
THIS WILL SHOCK EVERYONE!!!!!,lDcqVQnptw8,24/08/2022,crypto,827,568,8502
is the BITCOIN crash almost over or is it just getting started? Crypto News Today,JpJ2-wjxzCE,24/08/2022,crypto,626,49,7989
GET READY FOR 25th-27th AUGUST !!!,L1IriPbz1EU,24/08/2022,crypto,2015,239,18216
One Asset Is About To Smash Bitcoin | Can You Still Invest?,WTsmsij8ge4,24/08/2022,crypto,3179,184,43235
48 HOURS UNTIL THE CRYPTO MARKET &quot;KNOWS!&quot; (CRUCIAL TIME FOR CRYPTO!),8JE0yOUAFmM,24/08/2022,crypto,431,154,4247
🚨 39 Days Until Europe’s Economic Death 🚨  [Russia Gas Crisis],ROcNcDiicGI,24/08/2022,crypto,1992,216,25115
🔥5 CRYPTO COINS TO DCA SOON &amp; MAKE F*** YOU MONEY?! (URGENT!),uTrnjvYD1Bo,23/08/2022,crypto,1450,238,15689
Critical Ethereum Bug (Bitcoin Struggles for Momentum),Q_zgBWGwRpI,24/08/2022,crypto,1462,83,25316
CRYPTO ABOUT TO REACT TO ECONOMIC COLLAPSE,mLXELbuQNQQ,23/08/2022,crypto,1324,249,30328
all eyes on these two...what will they do to bitcoin and markets?,bsWdHTTvn10,23/08/2022,crypto,2719,168,48051
"Takeoff, Rich The Kid - Crypto (Official Video)",EPQJHNXdJfM,11/03/2022,crypto,182663,6456,6366422
FRIDAY IS A &quot;MASSIVE&quot; DAY FOR CRYPTO! FIND OUT WHY!,RxFc-B0nWaQ,23/08/2022,crypto,476,280,6160
Raoul Pal Update: Time Is Running Out &amp; Crypto Will Not Recover Untill It Happens,rwUuug2dzk0,24/08/2022,crypto,66,105,1616
BITBOY CRYPTO SUES @Atozy  CRAZY CRYPTO STORY,CEZ2UPYnPUU,24/08/2022,crypto,105,51,1599
Warren Buffet Hates Bitcoin! (How PMI Affects Crypto),JsU8L0Vd0DM,23/08/2022,crypto,1493,69,23035
THIS MARKET IS EXTREMELY DEADLY WITHOUT A PLAN...HERE&#39;S MINE,kTwoBKSefKQ,23/08/2022,crypto,3638,314,39409
🔥 TOP 5 CRYPTO EXPLOSIVES QUE PERSONNE NE VOIT ? 👑 Analyse Bitcoin FR ⚡,74d7rGfrW54,24/08/2022,crypto,408,45,7771
BINANCE JUST SCORED A HUGE WIN FOR CRYPTO ADOPTION! [The Afternoon Brew],h-NVvKlwItY,24/08/2022,crypto,257,27,2742
this is not good...but will it effect bitcoin?,2POK4LI1Xt4,23/08/2022,crypto,3091,200,52909
"WAVE COUNT FAVORS UP, as Crypto Market and Bitcoin Pause with Stock Market Elliott Waves Deep Dive",sPrDiRxRjNI,23/08/2022,crypto,3916,158,30871
NEW Crypto Gameplay *BROKEN LEGEND!* | Apex Legends Mobile,BrB7EgdkQ6Q,24/08/2022,crypto,357,101,10554
"INVESTOR BIG SHORT INI MENJUAL 98% ASETNYA, APA ARTINYA UNTUK CRYPTO⁉️",e8IkcY-5SPw,24/08/2022,crypto,92,55,2546
BITCOIN 4 YEAR LOW ON EXCHANGES. FTX UP 1000% &amp; VOYAGER WANTS A BONUS?,lwk6GsEsOa8,22/08/2022,crypto,2258,125,28047
"Mt. Gox - Bitcoin to $10,000 ?",Q6D14KkvK3o,23/08/2022,crypto,2539,314,36410
DON XHONI - CRYPTO (Prod. by Rzon &amp; Pllumb),rRlyx054z20,12/03/2022,crypto,95151,3859,11805668
WORST Housing Crash JUST STARTED! Life Changing Crypto Deals Incoming!,hguYY6DvuFA,23/08/2022,crypto,4303,360,46495
Market Drops 📉 NFTs in Trouble 😱 FDIC Issues Warnings ⚠ (Crypto This Week! 🗓👀) #CryptoNews,y-Ai1SXe2n8,22/08/2022,crypto,2379,177,31510
"Large BITCOIN Wallets are BUYING, what do they KNOW? Crypto News Today",4rFglVbT-1M,23/08/2022,crypto,757,35,9099
